-3.233414613523660081e-02,-3.029715095958730037e-02,-2.945760895962660011e-02,-2.933866732182010065e-02,-3.022024328475320099e-02
-2.776443991858260074e-02,-2.837265102699729896e-02,-2.888386737153059158e-02,-2.903518125559140239e-02,-2.911374173546199540e-02
-8.116927681576400697e-03,-1.371763622879909779e-02,-1.507497370993640326e-02,-1.583434666662629497e-02,-1.627375214787080138e-02
-1.543580812983929955e-02,-2.092418366973679972e-02,-2.256677461240010063e-02,-2.330849138900140116e-02,-2.287546351633339831e-02
2.100172649515990100e-02,1.327086106191460030e-02,9.394929561468002080e-03,8.810629682154900652e-03,8.755185884674599600e-03
-2.697658769820199948e-02,-3.379737958329070285e-02,-3.602232276462599692e-02,-3.672178944496629766e-02,-3.593532042403810300e-02
-6.646382816046600243e-03,-1.095670463820550000e-02,-1.320429354741970047e-02,-1.455792787632509931e-02,-1.446076366967389767e-02
5.958847534591599042e-03,4.685140167172199659e-03,1.655629517261101181e-03,-5.505092349324995854e-04,-1.094391354098601466e-03
6.583975749554291101e-02,5.592029530826549133e-02,5.108194492042129886e-02,4.849601112750669824e-02,4.736868093805390173e-02
4.072482380743140673e-02,2.682724223314399831e-02,2.176364463635959909e-02,1.900681708716740054e-02,1.835409148027929843e-02
5.562263692377979879e-02,5.633736980481480333e-02,5.315394501560830043e-02,5.001733192621069662e-02,4.834778415779360239e-02
3.816216689808300117e-02,3.715425964725069946e-02,3.392040519327679804e-02,3.082293151522789987e-02,2.871539100138609940e-02
4.591835675731640448e-02,4.094296603161169668e-02,3.574710428127549772e-02,3.250557040493130129e-02,3.046468242181520070e-02
-1.572771606819510157e-02,-8.030021735264699853e-03,-7.794690721612500608e-03,-8.595271826381298275e-03,-1.096121120314419960e-02
5.427071079700400251e-03,1.723037988720850164e-02,1.839806593782000038e-02,1.627353506809950043e-02,1.354782309935829987e-02
2.399072035030559713e-02,2.519024882855840086e-02,2.371231388264040049e-02,2.107025541711980005e-02,1.543404772297410008e-02
3.804735443410180162e-02,3.870762145044519958e-02,3.729473128099129731e-02,3.598669736695370158e-02,3.319362559716029781e-02
-9.849742670131399896e-03,-2.378122404967300454e-03,7.977662967976999068e-04,2.661699734860300225e-03,1.061571224958599360e-03
1.320132204922799769e-03,3.487595755045300606e-03,2.694693088423999634e-03,2.424896782996999005e-03,1.611603894341601074e-03
-3.035293191204880073e-02,-2.744277716234339720e-02,-2.623276763740469905e-02,-2.437511867300439991e-02,-2.484433913984000417e-02
-1.741434520854200085e-02,-1.636784165154719917e-02,-1.485438453819619940e-02,-1.248190418456569806e-02,-1.061862910810740072e-02
-2.820030214582410280e-02,-2.707171692826399953e-02,-2.506797931818950664e-02,-2.294657778614760113e-02,-2.344273577075039680e-02
2.240917983560879873e-02,1.314079356105830008e-02,1.110241380430510016e-02,9.523881511255499407e-03,6.082261246842498963e-03
3.168273307823590151e-02,2.355540959474489854e-02,2.156346029807299988e-02,2.103658989600110107e-02,1.755831221337849843e-02
2.518496175360630113e-02,1.581166533689369949e-02,1.587548476988940097e-02,1.640483205942749878e-02,1.343383985705540011e-02
-1.932555181221810164e-02,-2.725111299992809960e-02,-2.681270982547110174e-02,-2.598955159542640225e-02,-2.677644759946519806e-02
2.644804503876700946e-03,-3.773589383639300819e-03,-5.687219120589499625e-03,-7.314132565920800771e-03,-8.934674300208798881e-03
-2.815632209117660198e-02,-2.538475807302379914e-02,-2.448232975918960067e-02,-2.371231388264040049e-02,-2.104779977624789480e-02
-2.066189206395670219e-02,-2.596860288275289891e-02,-2.560822784564619967e-02,-2.535159119741450459e-02,-2.402037024146960048e-02
2.734295805545360059e-02,2.658513906392004030e-04,-3.476404089449999270e-03,-5.885517256653499500e-03,-4.279225572529399106e-03
3.570870332278280185e-02,1.912830204773600332e-03,-2.745367210106002117e-04,-1.646994607822099225e-03,0.000000000000000000e+00
8.940369831352599703e-03,-2.654417715035009909e-02,-2.781399179459029952e-02,-2.672703516583359654e-02,-2.478100376898929522e-02
-3.937529696855200656e-03,-3.877089467957760271e-02,-3.732595761268629742e-02,-3.651744119618580142e-02,-3.618815929199389880e-02
