timestamp,position_id,combo_id,local_symbol,action,quantity,avg_fill_price,strike,right,total_value_usd,reason
2026-01-08 17:34:34,KOK6_20260108;123434_KOK6 C3.75-KOK6 C3.9,5405612193,KOK6 C3.75,SELL,1,17.52,375.0,C,6570.00,RECONCILIATION_MISSING
2026-01-08 17:34:34,KOK6_20260108;123434_KOK6 C3.75-KOK6 C3.9,5405612194,KOK6 C3.9,BUY,1,13.02,390.0,C,-4882.50,RECONCILIATION_MISSING
