timestamp,cycle_id,commodity,contract,phase,agent,prompt_source,model_provider,model_name,assigned_provider,assigned_model,persona_hash,dspy_version,demo_count,tms_context_count,grounded_freshness_hours,reflexion_applied,prompt_tokens,completion_tokens,latency_ms
2026-03-16 16:26:19+00:00,NG-2c13fd96,NG,NGN26 (202606),research,agronomist,legacy,gemini,gemini-3.1-pro-preview,gemini,gemini-3.1-pro-preview,,,0,0,0.0,True,547,483,30365.152597427368
2026-03-16 16:26:20+00:00,NG-2c13fd96,NG,NGN26 (202606),research,supply_chain,commodity_profile,xai,grok-4-1-fast-reasoning,xai,grok-4-1-fast-reasoning,f90168aca94f,,0,3,16,False,2729,359,14361.459493637085
2026-03-16 16:26:29+00:00,NG-2c13fd96,NG,NGN26 (202606),research,supply_chain,legacy,xai,grok-4-1-fast-reasoning,xai,grok-4-1-fast-reasoning,,,0,0,0.0,True,661,407,8574.759244918823
2026-03-16 16:26:32+00:00,NG-2c13fd96,NG,NGN26 (202606),research,geopolitical,legacy,gemini,gemini-3.1-pro-preview,gemini,gemini-3.1-pro-preview,,,0,0,0.0,True,450,331,20169.35658454895
2026-03-16 16:26:34+00:00,NG-2c13fd96,NG,NGN26 (202606),research,inventory,legacy,anthropic,claude-sonnet-4-6,anthropic,claude-sonnet-4-6,,,0,0,0.0,True,1033,1044,18912.468671798706
2026-03-16 16:26:37+00:00,NG-2c13fd96,NG,NGN26 (202606),research,sentiment,commodity_profile,xai,grok-4-1-fast-reasoning,xai,grok-4-1-fast-reasoning,5516ee156388,,0,3,16,False,3101,395,21240.00072479248
2026-03-16 16:26:47+00:00,NG-2c13fd96,NG,NGN26 (202606),research,technical,commodity_profile,openai,o3-2025-04-16,openai,o3-2025-04-16,87284643c9fb,,0,3,16,False,2906,1597,30185.5685710907
2026-03-16 16:26:49+00:00,NG-2c13fd96,NG,NGN26 (202606),research,sentiment,legacy,xai,grok-4-1-fast-reasoning,xai,grok-4-1-fast-reasoning,,,0,0,0.0,True,697,399,10901.805639266968
2026-03-16 16:26:52+00:00,NG-2c13fd96,NG,NGN26 (202606),research,volatility,commodity_profile,xai,grok-4-1-fast-reasoning,xai,grok-4-1-fast-reasoning,6e7337ee5515,,0,3,64,False,2968,258,16849.302291870117
2026-03-16 16:27:03+00:00,NG-2c13fd96,NG,NGN26 (202606),research,volatility,legacy,xai,grok-4-1-fast-reasoning,xai,grok-4-1-fast-reasoning,,,0,0,0.0,True,558,300,10393.076658248901
2026-03-16 16:27:12+00:00,NG-2c13fd96,NG,NGN26 (202606),research,technical,legacy,openai,o3-2025-04-16,openai,o3-2025-04-16,,,0,0,0.0,True,612,1282,23946.136713027954
2026-03-16 16:27:47+00:00,NG-2c13fd96,NG,NGN26 (202606),debate,permabear,legacy,anthropic,claude-sonnet-4-6,anthropic,claude-sonnet-4-6,2fd2d9277014,,0,0,0.0,False,5816,1546,34542.927503585815
2026-03-16 16:28:07+00:00,NG-2c13fd96,NG,NGN26 (202606),debate,permabull,legacy,xai,grok-4-1-fast-reasoning,xai,grok-4-1-fast-reasoning,907c5282bd94,,0,0,0.0,False,6438,830,20784.97266769409
