timestamp,duration_s,timed_out,dry_run,trigger_pct,passive_mode
2026-03-16T15:36:25.956078+00:00,182.4,False,False,5.0,False
2026-03-16T15:43:21.344320+00:00,174.5,False,False,5.0,False
2026-03-17T15:38:33.327588+00:00,192.7,False,False,5.0,False
2026-03-18T15:36:16.211680+00:00,127.8,False,False,5.0,False
2026-03-19T13:32:30.334532+00:00,113.3,False,False,5.0,False
