timestamp,orderId,permId,clientId,local_symbol,action,quantity,lmtPrice,status,message
2026-01-14 14:25:40,13,0,1947,Bag_0,BUY,1,21.4,PendingSubmit,"Placing Order for . Limit: 21.40. BAG: 22.42x23.01, V:0.0, L:N/A@14:25:37. LEGs: Leg KOK6 P3.4: 22.52x23.05, V:0.0, L:N/A, Leg KOK6 P1.7: 0.04x0.1, V:0.0, L:N/A"
2026-01-14 14:25:42,13,871979959,1947,Bag_871979959,BUY,1.0,21.4,Submitted,
2026-01-14 14:55:45,13,871979959,1947,Bag_871979959,BUY,1.0,21.4,TimedOut,"Order 13 () TIMED OUT. Original Limit: 21.40. Final BAG: 22.62x23.18, V:0.0, L:N/A@14:55:42. Final LEGs: Leg KOK6 P3.4: 22.72x23.22, V:0.0, L:N/A, Leg KOK6 P1.7: 0.04x0.1, V:0.0, L:N/A"
2026-01-14 14:55:45,13,871979959,1947,Bag_871979959,BUY,1.0,21.4,PendingCancel,
