timestamp,duration_s,timed_out,dry_run,trigger_pct,passive_mode
2026-03-16T08:19:16.733430+00:00,212.3,False,False,0,False
2026-03-17T08:18:56.149925+00:00,177.5,False,False,0,False
2026-03-17T11:33:57.643897+00:00,178.4,False,False,0,False
